Question,Difficulty,Correct Answer,Option 1,Option 2,Option 3,Option 4
What was Nigeria's first military regime after independence?,medium,C,Babangida regime,Abacha regime,Nzeogwu coup,Obasanjo regime
Which Nollywood actress is also a producer and director?,hard,C,Omotola Jalade-Ekeinde,Ini Edo,Genevieve Nnaji,Rita Dominic
What is the stage name of the Nigerian artist born as David Adedeji Adeleke?,easy,B,Wizkid,Davido,Olamide,Burna Boy
Fill in the blank: The _______ is responsible for the production of bile.,medium,B,Pancreas,Liver,Gallbladder,Spleen
What was Nigeria's first military coup known as?,medium,B,Operation Feed the Nation,Nzeogwu Coup,Babangida Coup,Abacha Coup
Who is the Nigerian musician known for his philanthropic efforts in education?,hard,A,2Baba,Davido,Wizkid,Olamide
Fill in the blank: The human body’s largest organ is the _______.,easy,C,Heart,Liver,Skin,Lungs
Which Nigerian historical figure was assassinated in 1966?,hard,A,Ahmadu Bello,Nnamdi Azikiwe,Murtala Mohammed,Sani Abacha
During which period did Nigeria's civil war occur?,medium,A,1967-1970,1970-1973,1960-1965,1980-1985
The _______ is considered the largest organ inside the human body.,easy,B,Heart,Liver,Lungs,Kidney
Who starred in the 2020 movie 'Citation'?,medium,C,Genevieve Nnaji,Joke Silva,Temi Otedola,Adesua Etomi
The human body is made up of how many main systems?,medium,B,6,11,7,10
Which region in Nigeria is predominantly occupied by the Igbo people?,easy,C,North,South-West,South-East,North-Central
Which Nigerian singer's debut album is titled 'L.A.X'? ,medium,A,Patoranking,Wizkid,Olamide,Simi
Which Nigerian leader was in power during the 1973 oil crisis?,medium,C,Muhammadu Buhari,Olusegun Obasanjo,Yakubu Gowon,Murtala Mohammed
"The song 'Jerusalema', which took the world by storm, features which artist?",medium,A,Master KG,Burna Boy,Nasty C,Davido
The human circulatory system consists of the heart and _______.,medium,D,Veins,Nerves,Capillaries,A and C
What was the main reason for Nigeria's civil war?,hard,B,Resource control,Ethnic tensions,Political instability,Religious differences
Which Nollywood actress is also a prominent producer and director?,medium,B,Rita Dominic,Genevieve Nnaji,Omotola Jalade-Ekeinde,Tonto Dikeh
In which year was the Nigerian flag officially adopted?,medium,B,1959,1960,1975,1963
Which Nigerian leader is known for the 'Nigerian Renaissance'?,hard,B,Goodluck Jonathan,Olusegun Obasanjo,Muhammadu Buhari,Umaru Musa Yar'Adua
The movie 'Lionheart' was Nigeria's first submission for the _______.,hard,B,Cannes Film Festival,Academy Awards,BAFTA,Berlin Film Festival
Which Nigerian singer is known for the hit song 'Duduke'?,easy,A,Simi,Timi Dakolo,Adekunle Gold,Waje
The human digestive system includes the _______.,medium,D,Liver,Pancreas,Gallbladder,All of the above
The song 'If' by Davido is known for its _______ vibe.,easy,B,Sad,Romantic,Party,Folk
The body's immune system primarily protects against _______.,medium,D,Viruses,Bacteria,Parasites,All of the above
Which Nigerian political party was in power during the transition to civilian rule in 1999?,hard,A,PDP,APC,NPN,AD
Which artist is known for the phrase 'Shaku Shaku' in Nigerian music?,medium,D,Olamide,Naira Marley,Lil Kesh,Zlatan
The primary function of the liver is to filter _______.,medium,A,Blood,Oxygen,Nutrients,Hormones
Which was the first Nigerian university established?,medium,B,University of Lagos,University of Ibadan,Obafemi Awolowo University,Ahmadu Bello University
"Who performed at the 2018 Coachella festival, becoming the first African woman to headline?",hard,B,Tiwa Savage,Beyoncé,Yemi Alade,Simi
"In human anatomy, the term 'anterior' refers to the _______ part of the body.",medium,B,Back,Front,Side,Top
The song 'Pana' by Tekno is known for its _______ rhythm.,easy,C,Fast,Slow,Danceable,Melancholic
Filling in the blank: The Nigerian film industry is also known as _______.,easy,C,Bollywood,Hollywood,Nollywood,Chocolateland
Identify the primary muscle involved in breathing: _______.,easy,A,Diaphragm,Pectoralis,Rectus Abdominis,Serratus
"The _______ is known as the body's control center, managing all activities.",easy,B,Liver,Brain,Heart,Kidney
What is the primary function of red blood cells in the human body? _______.,easy,A,Transport oxygen,Fight infections,Coagulate blood,Regulate temperature
During which decade did Nigeria's economy experience significant growth due to oil?,medium,B,1960s,1970s,1980s,1990s
Who is the famous Nigerian actress known for her role in 'The Wedding Party'?,medium,B,Omotola Jalade-Ekeinde,Genevieve Nnaji,Rita Dominic,Funke Akindele
What is the _______ responsible for regulating body temperature in humans?,hard,A,Hypothalamus,Pituitary gland,Thyroid,Adrenal gland
The discovery of oil in Nigeria was made in _______.,medium,A,1956,1960,1970,1980
In which city is the Nigerian entertainment hub known as 'Lekki' located?,easy,B,Abuja,Lagos,Port Harcourt,Enugu
Identify the part of the human body that connects the throat to the stomach: _______.,easy,A,Esophagus,Trachea,Diaphragm,Larynx
Who is often referred to as the 'King of Afrobeat' in Nigeria?,medium,A,Fela Kuti,D'banj,2Baba,Wizkid
Which event in Nigeria's history is popularly referred to as 'Operation Wetie'?,hard,C,The 1966 coup,The 1983 coup,The 1965 elections,The Nigerian civil war
The song 'Juju Music' is associated with which Nigerian artist?,medium,A,King Sunny Adé,Fela Kuti,Oliver De Coque,Sir Victor Uwaifo
Identify the type of joint that allows the most movement in the human body: _______.,medium,B,Hinge joint,Ball-and-socket joint,Pivot joint,Saddle joint
Fill in the blank: The music genre originating from the Yoruba people is known as _______.,easy,C,Highlife,Afrobeats,Juju,Genge
What is the primary function of the skin? _______.,easy,A,Protection,Respiration,Digestion,Circulation
The introduction of the British indirect rule system in Nigeria began in which year?,medium,C,1890,1900,1914,1920
Who is the Nigerian actress known for her role in the movie 'Lionheart'?,medium,B,Chioma Akpotha,Genevieve Nnaji,Rita Dominic,Omotola Jalade-Ekeinde
Which Nigerian event is marked by the celebration of the end of colonial rule?,easy,B,Democracy Day,Independence Day,Nigeria Day,Civil War Remembrance
Filling in the blank: The popular Nigerian artist who sings 'Essence' is _______.,medium,B,Burna Boy,Wizkid,Davido,Olamide
Which Nigerian leader was the first to declare a state of emergency in Nigeria?,medium,C,Nnamdi Azikiwe,Obafemi Awolowo,Shehu Shagari,Olusegun Obasanjo
Who is the famous Nigerian actor known for his role in '30 Days in Atlanta'?,medium,B,Jim Iyke,Ayo Makun,Richard Mofe-Damijo,Ramsey Nouah
The _______ is a type of connective tissue that connects muscles to bones.,easy,A,Tendon,Ligament,Cartilage,Fascia
Which significant event occurred in Nigeria in 1979?,medium,B,First military coup,Return to civilian rule,Nigeria's independence,Civil war declaration
Fill in the blank: The popular Nigerian singer who collaborated with Beyoncé is _______.,medium,B,Davido,Wizkid,Olamide,Tems
The _______ system in the human body is primarily responsible for hormone regulation.,medium,B,Nervous,Endocrine,Digestive,Circulatory
Nigeria's first major oil discovery was in which region?,medium,D,Northern Nigeria,South East,South West,Niger Delta
Who is the Nigerian artist known for the song 'Dumebi'?,medium,A,Rema,Joeboy,Fireboy DML,Burna Boy
The _______ is the smallest unit of life in the human body.,easy,C,Tissue,Organ,Cell,System
Which notable figure is known for leading Nigeria's independence movement?,medium,A,Nnamdi Azikiwe,Obafemi Awolowo,Ahmadu Bello,Sani Abacha
Filling in the blank: The Nigerian artist known for 'Johnny' is _______.,medium,A,Yemi Alade,Tiwa Savage,Simi,Waje
"The major ethnic groups in Nigeria include the Yoruba, Igbo, and _______.",easy,A,Hausa,Ijaw,Fulani,Kanuri
Which Nigerian musician is known for the hit song 'If'?,medium,B,Wizkid,Davido,Burna Boy,Olamide
What part of the human body contains the vocal cords? _______.,easy,A,Throat,Lungs,Mouth,Nasal cavity
Which Nigerian leader is known for his role in the fight against corruption?,medium,B,Olusegun Obasanjo,Muhammadu Buhari,Goodluck Jonathan,Sani Abacha
Filling in the blank: The Nigerian artist who is a former winner of the 'MTV Africa Music Awards' is _______.,medium,C,D'banj,P-Square,2Baba,Wizkid
The _______ connects the brain to the spinal cord in the human body.,easy,A,Brainstem,Cerebellum,Cerebrum,Thalamus
Who is the Nigerian singer famous for the song 'African Queen'?,medium,A,2Baba,D'banj,Wizkid,Davido
The _______ is a part of the human brain associated with memory and learning.,medium,C,Cerebrum,Cerebellum,Hippocampus,Thalamus
The first television station in Nigeria was established in _______.,hard,A,1959,1960,1965,1970
Which Nigerian artist is known for his unique style of music called 'Afrobeats'?,medium,C,Fela Kuti,Burna Boy,Wizkid,Davido
The _______ is the main organ of the immune system in the human body.,medium,A,Spleen,Thymus,Lymph nodes,Bone marrow
Which region of Nigeria is predominantly inhabited by the Igbo people?,easy,B,North,South East,South West,North East
Filling in the blank: The popular Nigerian artist who created the song 'Soco' is _______.,medium,A,Wizkid,Davido,Rema,Olamide
What part of the human body is primarily responsible for detoxification?,easy,B,Kidney,Liver,Pancreas,Spleen
The _______ was a period of military rule in Nigeria that lasted from 1983 to 1999.,medium,C,Third Republic,Fourth Republic,Military Regime,Civil War
The _______ is the organ that is primarily responsible for digestion.,easy,A,Stomach,Liver,Pancreas,Intestines
What significant event took place in Nigeria in 2015?,medium,A,General elections,Civil War,Independence Day,First military coup
Filling in the blank: The Nigerian artist known for the song 'Try Me' is _______.,medium,A,Simi,Tems,Tiwa Savage,Yemi Alade
The organ responsible for producing insulin is the _______.,medium,C,Liver,Kidney,Pancreas,Spleen
In which year was Nigeria's civil war officially concluded?,medium,A,1970,1967,1969,1975
Which popular Nigerian singer is known for the phrase 'Shoki'?,easy,A,Olamide,Wizkid,Davido,Tiwa Savage
Fill in the blank: The _______ is a vital organ that helps in filtering blood and producing urine.,medium,C,Heart,Liver,Kidney,Bladder
Which artist is known for the song 'Joro'?,medium,B,Burna Boy,Wizkid,Davido,Mr Eazi
"The _______ is commonly referred to as the body's control center, housing the brain.",easy,A,Skull,Cranium,Spinal Cord,Nervous System
Fill in the blank: The _______ is an annual cultural festival held in Kaduna State featuring colorful horse parades.,medium,C,Calabar Carnival,Eyo Festival,Durbar Festival,Osun-Osogbo Festival
"Fill in the blank: The _______ is often referred to as the body's powerhouse, producing energy for cells.",medium,A,Mitochondria,Nucleus,Ribosome,Endoplasmic Reticulum
Which celebrity is known for co-founding the Nigerian music label 'Mavin Records'?,medium,B,P-Square,Don Jazzy,2Baba,Olamide
The _______ is a part of the ear that helps with balance and hearing.,medium,D,Cochlea,Eustachian Tube,Auricle,Semicircular Canals
The event known as the 'Nigerian Civil War' is also referred to as the _______ War.,medium,A,Biafran,Niger Delta,Ogoni,Midwest
Which Nollywood actor played a lead role in the movie 'Living in Bondage'?,hard,A,Kanayo O. Kanayo,Jim Iyke,Chiwetalu Agu,Desmond Elliot
Fill in the blank: The _______ is known as the 'Father of Medicine' and is credited with the Hippocratic Oath.,hard,A,Hippocrates,Socrates,Plato,Aristotle
Which historical event led to the creation of Nigeria's current constitution?,hard,B,Independence,Civil War,Military Coup,Constitutional Conference
What is the stage name of the Nigerian singer born as Ayodeji Ibrahim Balogun?,easy,B,Olamide,Wizkid,Davido,Burna Boy
The _______ is the organ that pumps blood throughout the body.,easy,B,Lungs,Heart,Kidneys,Brain
"Who is credited with founding the first Nigerian newspaper, 'Iwe Irohin'?",hard,C,Nnamdi Azikiwe,Obafemi Awolowo,James E. E. O. Awojobi,Adetokunbo Ademola
Which of the following musicians is known for fusing Afrobeat with other music genres?,medium,C,Fela Kuti,Nneka,Burna Boy,Yemi Alade
The _______ is the part of the eye responsible for focusing light onto the retina.,medium,B,Cornea,Lens,Iris,Pupil
"Which significant event occurred on October 1, 1960, in Nigeria?",easy,B,Civil War Declaration,Independence Day,Republic Announcement,First Military Coup
The song 'Essence' features which Nigerian artist alongside Wizkid?,medium,A,Tems,Tiwa Savage,Yemi Alade,Olamide
Which prominent figure is known for leading Nigeria during its early post-independence period?,medium,B,Muhammadu Buhari,Nnamdi Azikiwe,Olusegun Obasanjo,Yakubu Gowon
Who directed the popular Nigerian movie 'The Figurine'?,hard,A,Kunle Afolayan,Izu Ojukwu,Tunde Kilani,Kemi Adetiba
The _______ is a vital organ that plays a key role in digestion and metabolism.,medium,A,Liver,Gallbladder,Pancreas,Stomach
In which year did Nigeria's military return to civilian rule after decades of dictatorship?,medium,A,1999,1993,2001,1995
Which Nigerian singer is famously known for the song 'Johnny'?,easy,A,Yemi Alade,Tiwa Savage,Simi,Niniola
Fill in the blank: The _______ is known as the body's defense system against infections.,easy,B,Endocrine System,Immune System,Digestive System,Nervous System
Which Nigerian political figure was known as the 'Lion of Bourdillon'?,hard,B,Akinwunmi Ambode,Bola Ahmed Tinubu,Atiku Abubakar,Femi Fani-Kayode
Who is the Nigerian artist behind the hit song 'Pana'?,easy,A,Tekno,Davido,Wizkid,Olamide
The _______ is responsible for regulating body temperature through perspiration.,easy,A,Skin,Liver,Brain,Heart
What was the outcome of Nigeria's first republic established in 1963?,medium,B,Successful Democratic Governance,Military Coup,Civil War,Economic Boom
Which popular Nigerian comedian is known for his catchphrase 'Make una no vex'?,easy,B,Ali Baba,Basketmouth,Bovi,AY Makun
Fill in the blank: The _______ is the primary site of gas exchange in the human respiratory system.,medium,B,Bronchi,Alveoli,Trachea,Larynx
Who was the first civilian president of Nigeria after military rule?,medium,C,Olusegun Obasanjo,Umaru Musa Yar'Adua,Shehu Shagari,Goodluck Jonathan
"Which Nigerian film, released in 2016, became a global hit on Netflix?",easy,B,The Wedding Party,Lionheart,Isoken,Muna
Fill in the blank: The _______ is the powerhouse of the human body.,easy,B,heart,brain,liver,lungs
Identify the Nigerian artist known for the album 'Ayo':,medium,A,Wizkid,Davido,Burna Boy,Olamide
Whose music video for 'Soco' became a viral sensation in 2018?,hard,B,Tiwa Savage,Wizkid,Yemi Alade,Tems
